AALA__ref	AALA__ref
CUC_Trichosanthes_cucumerina	CUC_Trichosanthes_cucumerina
CUC_Trichosanthes_cucumerina__00	CUC_Trichosanthes_cucumerina
CUC_Trichosanthes_cucumerina__01	CUC_Trichosanthes_cucumerina
CUC_Trichosanthes_cucumerina__02	CUC_Trichosanthes_cucumerina
CUC_Trichosanthes_cucumerina__03	CUC_Trichosanthes_cucumerina
CUC_Trichosanthes_cucumerina__04	CUC_Trichosanthes_cucumerina
CUC_Trichosanthes_cucumerina__05	CUC_Trichosanthes_cucumerina
CUC_Trichosanthes_cucumeroides_RNA	CUC_Trichosanthes_cucumeroides_RNA
CUC_Trichosanthes_cucumeroides_RNA__00	CUC_Trichosanthes_cucumeroides_RNA
CUC_Trichosanthes_cucumeroides_RNA__01	CUC_Trichosanthes_cucumeroides_RNA
CUC_Trichosanthes_cucumeroides_RNA__02	CUC_Trichosanthes_cucumeroides_RNA
CUC_Trichosanthes_cucumeroides_RNA__03	CUC_Trichosanthes_cucumeroides_RNA
CUC_Trichosanthes_cucumeroides_RNA__04	CUC_Trichosanthes_cucumeroides_RNA
CUC_Trichosanthes_cucumeroides_RNA__05	CUC_Trichosanthes_cucumeroides_RNA
CUC_Trichosanthes_dunniana_RNA	CUC_Trichosanthes_dunniana_RNA
CUC_Trichosanthes_dunniana_RNA__00	CUC_Trichosanthes_dunniana_RNA
CUC_Trichosanthes_dunniana_RNA__01	CUC_Trichosanthes_dunniana_RNA
CUC_Trichosanthes_dunniana_RNA__02	CUC_Trichosanthes_dunniana_RNA
CUC_Trichosanthes_dunniana_RNA__03	CUC_Trichosanthes_dunniana_RNA
CUC_Trichosanthes_dunniana_RNA__04	CUC_Trichosanthes_dunniana_RNA
CUC_Trichosanthes_dunniana_RNA__05	CUC_Trichosanthes_dunniana_RNA
CUC_Trichosanthes_homophylla_SB10_GSK	CUC_Trichosanthes_homophylla_SB10_GSK
CUC_Trichosanthes_homophylla_SB10_GSK__00	CUC_Trichosanthes_homophylla_SB10_GSK
CUC_Trichosanthes_homophylla_SB10_GSK__01	CUC_Trichosanthes_homophylla_SB10_GSK
CUC_Trichosanthes_homophylla_SB10_GSK__02	CUC_Trichosanthes_homophylla_SB10_GSK
CUC_Trichosanthes_kirilowii_SB17_GSK	CUC_Trichosanthes_kirilowii_SB17_GSK
CUC_Trichosanthes_kirilowii_SB17_GSK__00	CUC_Trichosanthes_kirilowii_SB17_GSK
CUC_Trichosanthes_kirilowii_SB17_GSK__01	CUC_Trichosanthes_kirilowii_SB17_GSK
CUC_Trichosanthes_kirilowii_SB17_GSK__02	CUC_Trichosanthes_kirilowii_SB17_GSK
CUC_Trichosanthes_kirilowii_SB17_GSK__03	CUC_Trichosanthes_kirilowii_SB17_GSK
CUC_Trichosanthes_lepiniana_RNA	CUC_Trichosanthes_lepiniana_RNA
CUC_Trichosanthes_lepiniana_RNA__00	CUC_Trichosanthes_lepiniana_RNA
CUC_Trichosanthes_lepiniana_RNA__01	CUC_Trichosanthes_lepiniana_RNA
CUC_Trichosanthes_lepiniana_RNA__02	CUC_Trichosanthes_lepiniana_RNA
CUC_Trichosanthes_lepiniana_RNA__03	CUC_Trichosanthes_lepiniana_RNA
CUC_Trichosanthes_lepiniana_RNA__04	CUC_Trichosanthes_lepiniana_RNA
CUC_Trichosanthes_lepiniana_RNA__05	CUC_Trichosanthes_lepiniana_RNA
CUC_Trichosanthes_lobata_SYS456_GSK	CUC_Trichosanthes_lobata_SYS456_GSK
CUC_Trichosanthes_lobata_SYS456_GSK__00	CUC_Trichosanthes_lobata_SYS456_GSK
CUC_Trichosanthes_lobata_SYS456_GSK__01	CUC_Trichosanthes_lobata_SYS456_GSK
CUC_Trichosanthes_lobata_SYS456_GSK__02	CUC_Trichosanthes_lobata_SYS456_GSK
CUC_Trichosanthes_lobata_SYS456_GSK__03	CUC_Trichosanthes_lobata_SYS456_GSK
CUC_Trichosanthes_lobata_SYS456_GSK__04	CUC_Trichosanthes_lobata_SYS456_GSK
CUC_Trichosanthes_nervifolia_SB18_GSK	CUC_Trichosanthes_nervifolia_SB18_GSK
CUC_Trichosanthes_nervifolia_SB18_GSK__00	CUC_Trichosanthes_nervifolia_SB18_GSK
CUC_Trichosanthes_nervifolia_SB18_GSK__01	CUC_Trichosanthes_nervifolia_SB18_GSK
CUC_Trichosanthes_nervifolia_SB18_GSK__02	CUC_Trichosanthes_nervifolia_SB18_GSK
CUC_Trichosanthes_pedata_RNA	CUC_Trichosanthes_pedata_RNA
CUC_Trichosanthes_pedata_RNA__00	CUC_Trichosanthes_pedata_RNA
CUC_Trichosanthes_pedata_RNA__01	CUC_Trichosanthes_pedata_RNA
CUC_Trichosanthes_pedata_RNA__02	CUC_Trichosanthes_pedata_RNA
CUC_Trichosanthes_pedata_RNA__03	CUC_Trichosanthes_pedata_RNA
CUC_Trichosanthes_pedata_RNA__04	CUC_Trichosanthes_pedata_RNA
CUC_Trichosanthes_pedata_RNA__05	CUC_Trichosanthes_pedata_RNA
CUC_Trichosanthes_pilosa	CUC_Trichosanthes_pilosa
CUC_Trichosanthes_pilosa_1_RNA	CUC_Trichosanthes_pilosa_1_RNA
CUC_Trichosanthes_pilosa_1_RNA__00	CUC_Trichosanthes_pilosa_1_RNA
CUC_Trichosanthes_pilosa_1_RNA__01	CUC_Trichosanthes_pilosa_1_RNA
CUC_Trichosanthes_pilosa_1_RNA__02	CUC_Trichosanthes_pilosa_1_RNA
CUC_Trichosanthes_pilosa_1_RNA__03	CUC_Trichosanthes_pilosa_1_RNA
CUC_Trichosanthes_pilosa_1_RNA__04	CUC_Trichosanthes_pilosa_1_RNA
CUC_Trichosanthes_pilosa_1_RNA__05	CUC_Trichosanthes_pilosa_1_RNA
CUC_Trichosanthes_pilosa_2_RNA	CUC_Trichosanthes_pilosa_2_RNA
CUC_Trichosanthes_pilosa_2_RNA__00	CUC_Trichosanthes_pilosa_2_RNA
CUC_Trichosanthes_pilosa_2_RNA__01	CUC_Trichosanthes_pilosa_2_RNA
CUC_Trichosanthes_pilosa_2_RNA__02	CUC_Trichosanthes_pilosa_2_RNA
CUC_Trichosanthes_pilosa_SYS242_GSK	CUC_Trichosanthes_pilosa_SYS242_GSK
CUC_Trichosanthes_pilosa_SYS242_GSK__00	CUC_Trichosanthes_pilosa_SYS242_GSK
CUC_Trichosanthes_pilosa_SYS242_GSK__01	CUC_Trichosanthes_pilosa_SYS242_GSK
CUC_Trichosanthes_pilosa__00	CUC_Trichosanthes_pilosa
CUC_Trichosanthes_pilosa__01	CUC_Trichosanthes_pilosa
CUC_Trichosanthes_pilosa__02	CUC_Trichosanthes_pilosa
CUC_Trichosanthes_pubera_RNA	CUC_Trichosanthes_pubera_RNA
CUC_Trichosanthes_pubera_RNA__00	CUC_Trichosanthes_pubera_RNA
CUC_Trichosanthes_pubera_RNA__01	CUC_Trichosanthes_pubera_RNA
CUC_Trichosanthes_pubera_RNA__02	CUC_Trichosanthes_pubera_RNA
CUC_Trichosanthes_pubera_RNA__03	CUC_Trichosanthes_pubera_RNA
CUC_Trichosanthes_pubera_RNA__04	CUC_Trichosanthes_pubera_RNA
CUC_Trichosanthes_pubera_RNA__05	CUC_Trichosanthes_pubera_RNA
CUC_Trichosanthes_rosthornii_1_RNA	CUC_Trichosanthes_rosthornii_1_RNA
CUC_Trichosanthes_rosthornii_1_RNA__00	CUC_Trichosanthes_rosthornii_1_RNA
CUC_Trichosanthes_rosthornii_1_RNA__01	CUC_Trichosanthes_rosthornii_1_RNA
CUC_Trichosanthes_rosthornii_1_RNA__02	CUC_Trichosanthes_rosthornii_1_RNA
CUC_Trichosanthes_rosthornii_1_RNA__03	CUC_Trichosanthes_rosthornii_1_RNA
CUC_Trichosanthes_rosthornii_1_RNA__04	CUC_Trichosanthes_rosthornii_1_RNA
CUC_Trichosanthes_rosthornii_1_RNA__05	CUC_Trichosanthes_rosthornii_1_RNA
CUC_Trichosanthes_rosthornii_2_RNA	CUC_Trichosanthes_rosthornii_2_RNA
CUC_Trichosanthes_rosthornii_2_RNA__00	CUC_Trichosanthes_rosthornii_2_RNA
CUC_Trichosanthes_rosthornii_2_RNA__01	CUC_Trichosanthes_rosthornii_2_RNA
CUC_Trichosanthes_rosthornii_2_RNA__02	CUC_Trichosanthes_rosthornii_2_RNA
CUC_Trichosanthes_rosthornii_2_RNA__03	CUC_Trichosanthes_rosthornii_2_RNA
CUC_Trichosanthes_rosthornii_2_RNA__04	CUC_Trichosanthes_rosthornii_2_RNA
CUC_Trichosanthes_rosthornii_2_RNA__05	CUC_Trichosanthes_rosthornii_2_RNA
CUC_Trichosanthes_rubriflos_GJ110_RNA	CUC_Trichosanthes_rubriflos_GJ110_RNA
CUC_Trichosanthes_rubriflos_GJ110_RNA__00	CUC_Trichosanthes_rubriflos_GJ110_RNA
CUC_Trichosanthes_rubriflos_GJ110_RNA__01	CUC_Trichosanthes_rubriflos_GJ110_RNA
CUC_Trichosanthes_rubriflos_GJ110_RNA__02	CUC_Trichosanthes_rubriflos_GJ110_RNA
CUC_Trichosanthes_rubriflos_GJ110_RNA__03	CUC_Trichosanthes_rubriflos_GJ110_RNA
CUC_Trichosanthes_rubriflos_GJ110_RNA__04	CUC_Trichosanthes_rubriflos_GJ110_RNA
CUC_Trichosanthes_rubriflos_GJ110_RNA__05	CUC_Trichosanthes_rubriflos_GJ110_RNA
CUC_Trichosanthes_scabra_RNA	CUC_Trichosanthes_scabra_RNA
CUC_Trichosanthes_scabra_RNA__00	CUC_Trichosanthes_scabra_RNA
CUC_Trichosanthes_scabra_RNA__01	CUC_Trichosanthes_scabra_RNA
CUC_Trichosanthes_scabra_RNA__02	CUC_Trichosanthes_scabra_RNA
CUC_Trichosanthes_sericeifolia_RNA	CUC_Trichosanthes_sericeifolia_RNA
CUC_Trichosanthes_sericeifolia_RNA__00	CUC_Trichosanthes_sericeifolia_RNA
CUC_Trichosanthes_sericeifolia_RNA__01	CUC_Trichosanthes_sericeifolia_RNA
CUC_Trichosanthes_sericeifolia_RNA__02	CUC_Trichosanthes_sericeifolia_RNA
CUC_Trichosanthes_sp_XWB13719_RNA	CUC_Trichosanthes_sp_XWB13719_RNA
CUC_Trichosanthes_sp_XWB13719_RNA__00	CUC_Trichosanthes_sp_XWB13719_RNA
CUC_Trichosanthes_sp_XWB13719_RNA__01	CUC_Trichosanthes_sp_XWB13719_RNA
CUC_Trichosanthes_sp_XWB13719_RNA__02	CUC_Trichosanthes_sp_XWB13719_RNA
CUC_Trichosanthes_sp_XWB13719_RNA__03	CUC_Trichosanthes_sp_XWB13719_RNA
CUC_Trichosanthes_sp_XWB13719_RNA__04	CUC_Trichosanthes_sp_XWB13719_RNA
CUC_Trichosanthes_tricuspidata_SYS145_GSK	CUC_Trichosanthes_tricuspidata_SYS145_GSK
CUC_Trichosanthes_tricuspidata_SYS145_GSK__00	CUC_Trichosanthes_tricuspidata_SYS145_GSK
CUC_Trichosanthes_tricuspidata_SYS145_GSK__01	CUC_Trichosanthes_tricuspidata_SYS145_GSK
CUC_Trichosanthes_tricuspidata_SYS145_GSK__02	CUC_Trichosanthes_tricuspidata_SYS145_GSK
CUC_Trichosanthes_tricuspidata_SYS145_GSK__03	CUC_Trichosanthes_tricuspidata_SYS145_GSK
CUC_Trichosanthes_tricuspidata_SYS145_GSK__04	CUC_Trichosanthes_tricuspidata_SYS145_GSK
CUC_Trichosanthes_truncata_RNA	CUC_Trichosanthes_truncata_RNA
CUC_Trichosanthes_truncata_RNA__00	CUC_Trichosanthes_truncata_RNA
CUC_Trichosanthes_truncata_RNA__01	CUC_Trichosanthes_truncata_RNA
CUC_Trichosanthes_truncata_RNA__02	CUC_Trichosanthes_truncata_RNA
CUC_Trichosanthes_truncata_RNA__03	CUC_Trichosanthes_truncata_RNA
CUC_Trichosanthes_truncata_RNA__04	CUC_Trichosanthes_truncata_RNA
CUC_Trichosanthes_truncata_RNA__05	CUC_Trichosanthes_truncata_RNA
CUC_Trichosanthes_truncata_SYS368_GSK	CUC_Trichosanthes_truncata_SYS368_GSK
CUC_Trichosanthes_truncata_SYS368_GSK__00	CUC_Trichosanthes_truncata_SYS368_GSK
CUC_Trichosanthes_truncata_SYS368_GSK__01	CUC_Trichosanthes_truncata_SYS368_GSK
CUC_Trichosanthes_truncata_SYS368_GSK__02	CUC_Trichosanthes_truncata_SYS368_GSK
CUC_Trichosanthes_truncata_SYS368_GSK__03	CUC_Trichosanthes_truncata_SYS368_GSK
CUC_Trichosanthes_truncata_SYS368_GSK__04	CUC_Trichosanthes_truncata_SYS368_GSK
CUC_Trichosanthes_tubiflora_SYS506_GSK	CUC_Trichosanthes_tubiflora_SYS506_GSK
CUC_Trichosanthes_tubiflora_SYS506_GSK__00	CUC_Trichosanthes_tubiflora_SYS506_GSK
CUC_Trichosanthes_tubiflora_SYS506_GSK__01	CUC_Trichosanthes_tubiflora_SYS506_GSK
CUC_Trichosanthes_villosa_RNA	CUC_Trichosanthes_villosa_RNA
CUC_Trichosanthes_villosa_RNA__00	CUC_Trichosanthes_villosa_RNA
CUC_Trichosanthes_villosa_RNA__01	CUC_Trichosanthes_villosa_RNA
CUC_Trichosanthes_villosa_RNA__02	CUC_Trichosanthes_villosa_RNA
CUC_Trichosanthes_wallichiana_SB14_GSK	CUC_Trichosanthes_wallichiana_SB14_GSK
CUC_Trichosanthes_wallichiana_SB14_GSK__00	CUC_Trichosanthes_wallichiana_SB14_GSK
CUC_Trichosanthes_wallichiana_SB14_GSK__01	CUC_Trichosanthes_wallichiana_SB14_GSK
CUC_Trichosanthes_wallichiana_SB14_GSK__02	CUC_Trichosanthes_wallichiana_SB14_GSK
CUC_Trochomeria_macrocarpa	CUC_Trochomeria_macrocarpa
CUC_Trochomeria_macrocarpa_RNA	CUC_Trochomeria_macrocarpa_RNA
CUC_Trochomeria_macrocarpa_RNA__00	CUC_Trochomeria_macrocarpa_RNA
CUC_Trochomeria_macrocarpa_RNA__01	CUC_Trochomeria_macrocarpa_RNA
CUC_Trochomeria_macrocarpa_RNA__02	CUC_Trochomeria_macrocarpa_RNA
CUC_Trochomeria_macrocarpa_RNA__03	CUC_Trochomeria_macrocarpa_RNA
CUC_Trochomeria_macrocarpa_RNA__04	CUC_Trochomeria_macrocarpa_RNA
CUC_Trochomeria_macrocarpa_RNA__05	CUC_Trochomeria_macrocarpa_RNA
CUC_Trochomeria_macrocarpa__00	CUC_Trochomeria_macrocarpa
CUC_Trochomeria_macrocarpa__01	CUC_Trochomeria_macrocarpa
CUC_Trochomeria_macrocarpa__02	CUC_Trochomeria_macrocarpa
CUC_Trochomeria_macrocarpa__03	CUC_Trochomeria_macrocarpa
CUC_Trochomeria_macrocarpa__04	CUC_Trochomeria_macrocarpa
CUC_Trochomeria_macrocarpa__05	CUC_Trochomeria_macrocarpa
CUC_Trochomeriopsis_diversifolia	CUC_Trochomeriopsis_diversifolia
CUC_Trochomeriopsis_diversifolia_RNA	CUC_Trochomeriopsis_diversifolia_RNA
CUC_Trochomeriopsis_diversifolia_RNA__00	CUC_Trochomeriopsis_diversifolia_RNA
CUC_Trochomeriopsis_diversifolia_RNA__01	CUC_Trochomeriopsis_diversifolia_RNA
CUC_Trochomeriopsis_diversifolia_RNA__02	CUC_Trochomeriopsis_diversifolia_RNA
CUC_Trochomeriopsis_diversifolia_RNA__03	CUC_Trochomeriopsis_diversifolia_RNA
CUC_Trochomeriopsis_diversifolia_RNA__04	CUC_Trochomeriopsis_diversifolia_RNA
CUC_Trochomeriopsis_diversifolia_RNA__05	CUC_Trochomeriopsis_diversifolia_RNA
CUC_Trochomeriopsis_diversifolia__00	CUC_Trochomeriopsis_diversifolia
CUC_Trochomeriopsis_diversifolia__01	CUC_Trochomeriopsis_diversifolia
CUC_Trochomeriopsis_diversifolia__02	CUC_Trochomeriopsis_diversifolia
CUC_Trochomeriopsis_diversifolia__03	CUC_Trochomeriopsis_diversifolia
CUC_Trochomeriopsis_diversifolia__04	CUC_Trochomeriopsis_diversifolia
CUC_Trochomeriopsis_diversifolia__05	CUC_Trochomeriopsis_diversifolia
CUC_Tumamoca_macdougalii	CUC_Tumamoca_macdougalii
CUC_Tumamoca_macdougalii__00	CUC_Tumamoca_macdougalii
CUC_Tumamoca_macdougalii__01	CUC_Tumamoca_macdougalii
CUC_Tumamoca_macdougalii__02	CUC_Tumamoca_macdougalii
CUC_Tumamoca_macdougalii__03	CUC_Tumamoca_macdougalii
CUC_Tumamoca_macdougalii__04	CUC_Tumamoca_macdougalii
CUC_Tumamoca_macdougalii__05	CUC_Tumamoca_macdougalii
CUC_Wilbrandia_ebracteata	CUC_Wilbrandia_ebracteata
CUC_Wilbrandia_ebracteata__00	CUC_Wilbrandia_ebracteata
CUC_Wilbrandia_ebracteata__01	CUC_Wilbrandia_ebracteata
CUC_Wilbrandia_ebracteata__02	CUC_Wilbrandia_ebracteata
CUC_Wilbrandia_ebracteata__03	CUC_Wilbrandia_ebracteata
CUC_Wilbrandia_hibiscoides_WGS	CUC_Wilbrandia_hibiscoides_WGS
CUC_Wilbrandia_hibiscoides_WGS__00	CUC_Wilbrandia_hibiscoides_WGS
CUC_Wilbrandia_hibiscoides_WGS__01	CUC_Wilbrandia_hibiscoides_WGS
CUC_Wilbrandia_hibiscoides_WGS__02	CUC_Wilbrandia_hibiscoides_WGS
CUC_Wilbrandia_hibiscoides_WGS__03	CUC_Wilbrandia_hibiscoides_WGS
CUC_Wilbrandia_hibiscoides_WGS__04	CUC_Wilbrandia_hibiscoides_WGS
CUC_Wilbrandia_hibiscoides_WGS__05	CUC_Wilbrandia_hibiscoides_WGS
CUC_Wilbrandia_verticillata_WGS	CUC_Wilbrandia_verticillata_WGS
CUC_Wilbrandia_verticillata_WGS__00	CUC_Wilbrandia_verticillata_WGS
CUC_Wilbrandia_verticillata_WGS__01	CUC_Wilbrandia_verticillata_WGS
CUC_Wilbrandia_verticillata_WGS__02	CUC_Wilbrandia_verticillata_WGS
CUC_Wilbrandia_verticillata_WGS__03	CUC_Wilbrandia_verticillata_WGS
CUC_Wilbrandia_verticillata_WGS__04	CUC_Wilbrandia_verticillata_WGS
CUC_Wilbrandia_verticillata_WGS__05	CUC_Wilbrandia_verticillata_WGS
CUC_Xerosicyos_danguyi_RNA	CUC_Xerosicyos_danguyi_RNA
CUC_Xerosicyos_danguyi_RNA__00	CUC_Xerosicyos_danguyi_RNA
CUC_Xerosicyos_danguyi_RNA__01	CUC_Xerosicyos_danguyi_RNA
CUC_Xerosicyos_danguyi_RNA__02	CUC_Xerosicyos_danguyi_RNA
CUC_Xerosicyos_danguyi_RNA__03	CUC_Xerosicyos_danguyi_RNA
CUC_Xerosicyos_danguyi_RNA__04	CUC_Xerosicyos_danguyi_RNA
CUC_Xerosicyos_danguyi_RNA__05	CUC_Xerosicyos_danguyi_RNA
CUC_Xerosicyos_perrieri_RNA	CUC_Xerosicyos_perrieri_RNA
CUC_Xerosicyos_perrieri_RNA__00	CUC_Xerosicyos_perrieri_RNA
CUC_Xerosicyos_perrieri_RNA__01	CUC_Xerosicyos_perrieri_RNA
CUC_Xerosicyos_perrieri_RNA__02	CUC_Xerosicyos_perrieri_RNA
CUC_Xerosicyos_perrieri_RNA__03	CUC_Xerosicyos_perrieri_RNA
CUC_Xerosicyos_perrieri_RNA__04	CUC_Xerosicyos_perrieri_RNA
CUC_Xerosicyos_pubescens	CUC_Xerosicyos_pubescens
CUC_Xerosicyos_pubescens_RNA	CUC_Xerosicyos_pubescens_RNA
CUC_Xerosicyos_pubescens_RNA__00	CUC_Xerosicyos_pubescens_RNA
CUC_Xerosicyos_pubescens_RNA__01	CUC_Xerosicyos_pubescens_RNA
CUC_Xerosicyos_pubescens_RNA__02	CUC_Xerosicyos_pubescens_RNA
CUC_Xerosicyos_pubescens_RNA__03	CUC_Xerosicyos_pubescens_RNA
CUC_Xerosicyos_pubescens_RNA__04	CUC_Xerosicyos_pubescens_RNA
CUC_Xerosicyos_pubescens_RNA__05	CUC_Xerosicyos_pubescens_RNA
CUC_Xerosicyos_pubescens__00	CUC_Xerosicyos_pubescens
CUC_Xerosicyos_pubescens__01	CUC_Xerosicyos_pubescens
CUC_Xerosicyos_pubescens__02	CUC_Xerosicyos_pubescens
CUC_Xerosicyos_pubescens__03	CUC_Xerosicyos_pubescens
CUC_Xerosicyos_pubescens__04	CUC_Xerosicyos_pubescens
CUC_Xerosicyos_pubescens__05	CUC_Xerosicyos_pubescens
CUC_Xerosicyos_tripartitus_RNA	CUC_Xerosicyos_tripartitus_RNA
CUC_Xerosicyos_tripartitus_RNA__00	CUC_Xerosicyos_tripartitus_RNA
CUC_Xerosicyos_tripartitus_RNA__01	CUC_Xerosicyos_tripartitus_RNA
CUC_Xerosicyos_tripartitus_RNA__02	CUC_Xerosicyos_tripartitus_RNA
CUC_Xerosicyos_tripartitus_RNA__03	CUC_Xerosicyos_tripartitus_RNA
CUC_Zanonia_indica	CUC_Zanonia_indica
CUC_Zanonia_indica__00	CUC_Zanonia_indica
CUC_Zanonia_indica__01	CUC_Zanonia_indica
CUC_Zanonia_indica__02	CUC_Zanonia_indica
CUC_Zehneria_indica_RNA	CUC_Zehneria_indica_RNA
CUC_Zehneria_indica_RNA__00	CUC_Zehneria_indica_RNA
CUC_Zehneria_indica_RNA__01	CUC_Zehneria_indica_RNA
CUC_Zehneria_indica_RNA__02	CUC_Zehneria_indica_RNA
CUC_Zehneria_indica_RNA__03	CUC_Zehneria_indica_RNA
CUC_Zehneria_indica_RNA__04	CUC_Zehneria_indica_RNA
CUC_Zehneria_maysorensis_RNA	CUC_Zehneria_maysorensis_RNA
CUC_Zehneria_maysorensis_RNA__00	CUC_Zehneria_maysorensis_RNA
CUC_Zehneria_maysorensis_RNA__01	CUC_Zehneria_maysorensis_RNA
CUC_Zehneria_maysorensis_RNA__02	CUC_Zehneria_maysorensis_RNA
CUC_Zehneria_maysorensis_RNA__03	CUC_Zehneria_maysorensis_RNA
CUC_Zehneria_maysorensis_RNA__04	CUC_Zehneria_maysorensis_RNA
CUC_Zehneria_maysorensis_RNA__05	CUC_Zehneria_maysorensis_RNA
CUC_Zehneria_mucronata_RNA	CUC_Zehneria_mucronata_RNA
CUC_Zehneria_mucronata_RNA__00	CUC_Zehneria_mucronata_RNA
CUC_Zehneria_mucronata_RNA__01	CUC_Zehneria_mucronata_RNA
CUC_Zehneria_mucronata_RNA__02	CUC_Zehneria_mucronata_RNA
CUC_Zehneria_mucronata_RNA__03	CUC_Zehneria_mucronata_RNA
CUC_Zehneria_mucronata_RNA__04	CUC_Zehneria_mucronata_RNA
CUC_Zehneria_mucronata_RNA__05	CUC_Zehneria_mucronata_RNA
CUC_Zehneria_pallidinervia_RNA	CUC_Zehneria_pallidinervia_RNA
CUC_Zehneria_pallidinervia_RNA__00	CUC_Zehneria_pallidinervia_RNA
CUC_Zehneria_pallidinervia_RNA__01	CUC_Zehneria_pallidinervia_RNA
CUC_Zehneria_pallidinervia_RNA__02	CUC_Zehneria_pallidinervia_RNA
CUC_Zehneria_pallidinervia_RNA__03	CUC_Zehneria_pallidinervia_RNA
CUC_Zehneria_scabra	CUC_Zehneria_scabra
CUC_Zehneria_scabra_RNA	CUC_Zehneria_scabra_RNA
CUC_Zehneria_scabra_RNA__00	CUC_Zehneria_scabra_RNA
CUC_Zehneria_scabra_RNA__01	CUC_Zehneria_scabra_RNA
CUC_Zehneria_scabra_RNA__02	CUC_Zehneria_scabra_RNA
CUC_Zehneria_scabra_RNA__03	CUC_Zehneria_scabra_RNA
CUC_Zehneria_scabra_RNA__04	CUC_Zehneria_scabra_RNA
CUC_Zehneria_scabra_RNA__05	CUC_Zehneria_scabra_RNA
CUC_Zehneria_scabra__00	CUC_Zehneria_scabra
CUC_Zehneria_scabra__01	CUC_Zehneria_scabra
CUC_Zehneria_scabra__02	CUC_Zehneria_scabra
CUC_Zehneria_scabra__03	CUC_Zehneria_scabra
CUC_Zehneria_scabra__04	CUC_Zehneria_scabra
CUC_Zehneria_scabra__05	CUC_Zehneria_scabra
CUC_Zehneria_sp	CUC_Zehneria_sp
CUC_Zehneria_sp__00	CUC_Zehneria_sp
CUC_Zehneria_sp__01	CUC_Zehneria_sp
CUC_Zehneria_sp__02	CUC_Zehneria_sp
CVDF__ref	CVDF__ref
CWYJ__ref	CWYJ__ref
CWZU__ref	CWZU__ref
CZPV__ref	CZPV__ref
Carpa-ASGPBv0.4__ref	Carpa-ASGPBv0.4__ref
DAAD__ref	DAAD__ref
DAT_Datisca_cannabina	DAT_Datisca_cannabina
DAT_Datisca_cannabina__00	DAT_Datisca_cannabina
DAT_Datisca_cannabina__01	DAT_Datisca_cannabina
DAT_Datisca_cannabina__02	DAT_Datisca_cannabina
DAT_Datisca_cannabina__03	DAT_Datisca_cannabina
DAT_Datisca_cannabina__04	DAT_Datisca_cannabina
DAT_Datisca_cannabina__05	DAT_Datisca_cannabina
DAT_Datisca_glomerata_WGS	DAT_Datisca_glomerata_WGS
DAT_Datisca_glomerata_WGS__00	DAT_Datisca_glomerata_WGS
DAT_Datisca_glomerata_WGS__01	DAT_Datisca_glomerata_WGS
DAT_Datisca_glomerata_WGS__02	DAT_Datisca_glomerata_WGS
DAT_Datisca_glomerata_WGS__03	DAT_Datisca_glomerata_WGS
DAT_Datisca_glomerata_WGS__04	DAT_Datisca_glomerata_WGS
DAT_Datisca_glomerata_WGS__05	DAT_Datisca_glomerata_WGS
DAT_Datisca_glomerata_leaf_RNA	DAT_Datisca_glomerata_leaf_RNA
DAT_Datisca_glomerata_leaf_RNA__00	DAT_Datisca_glomerata_leaf_RNA
DAT_Datisca_glomerata_leaf_RNA__01	DAT_Datisca_glomerata_leaf_RNA
DAT_Datisca_glomerata_leaf_RNA__02	DAT_Datisca_glomerata_leaf_RNA
DAT_Datisca_glomerata_leaf_RNA__03	DAT_Datisca_glomerata_leaf_RNA
DAT_Datisca_glomerata_nodule_RNA	DAT_Datisca_glomerata_nodule_RNA
DAT_Datisca_glomerata_nodule_RNA__00	DAT_Datisca_glomerata_nodule_RNA
DAT_Datisca_glomerata_nodule_RNA__01	DAT_Datisca_glomerata_nodule_RNA
DAT_Datisca_glomerata_nodule_RNA__02	DAT_Datisca_glomerata_nodule_RNA
DAT_Datisca_glomerata_nodule_RNA__03	DAT_Datisca_glomerata_nodule_RNA
DAT_Datisca_glomerata_root_RNA	DAT_Datisca_glomerata_root_RNA
DAT_Datisca_glomerata_root_RNA__00	DAT_Datisca_glomerata_root_RNA
DAT_Datisca_glomerata_root_RNA__01	DAT_Datisca_glomerata_root_RNA
DAT_Datisca_glomerata_root_RNA__02	DAT_Datisca_glomerata_root_RNA
DAT_Datisca_glomerata_root_RNA__03	DAT_Datisca_glomerata_root_RNA
DAT_Datisca_glomerata_root_RNA__04	DAT_Datisca_glomerata_root_RNA
DAT_Datisca_glomerata_root_RNA__05	DAT_Datisca_glomerata_root_RNA
DAYQ__ref	DAYQ__ref
DDRL__ref	DDRL__ref
DESP__ref	DESP__ref
DFYF__ref	DFYF__ref
DGXS__ref	DGXS__ref
DHPO__ref	DHPO__ref
DIHD__ref	DIHD__ref
DLAI__ref	DLAI__ref
DLJZ__ref	DLJZ__ref
DMLT__ref	DMLT__ref
DOVJ__ref	DOVJ__ref
DPFW__ref	DPFW__ref
DRIL__ref	DRIL__ref
DTNC__ref	DTNC__ref
DUNJ__ref	DUNJ__ref
DUQG__ref	DUQG__ref
DVXD__ref	DVXD__ref
DXQW__ref	DXQW__ref
DZLN__ref	DZLN__ref
DZTK__ref	DZTK__ref
ECTD__ref	ECTD__ref
EDBB__ref	EDBB__ref
EDEQ__ref	EDEQ__ref
EDHN__ref	EDHN__ref
EDIT__ref	EDIT__ref
